PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,objectid,object_thumb,object_location,reference_url
"9103","41263","IN","Columbus","Columbus Township, Dubois Co.","Town","1854","","1856","","","312","","0","rec9017","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41263/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41263/full/full/0/default.jpg","http://localhost:4000/items/rec9017.html"
"9104","41264","IN","Concord","Concord Township, Dekalb Co.","Town","1854","","1856","","","417","","0","rec9018","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41264/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41264/full/full/0/default.jpg","http://localhost:4000/items/rec9018.html"
"9105","41265","IN","Concord","Concord Township, Elkhart Co.","Town","1854","","1856","","","219","","0","rec9019","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41265/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41265/full/full/0/default.jpg","http://localhost:4000/items/rec9019.html"
"9106","41266","IN","Connersville","Connersville Township Library","Town","1854","","1884","","","328","","0","rec9020","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41266/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41266/full/full/0/default.jpg","http://localhost:4000/items/rec9020.html"
"9109","41269","IN","Craig","Craig Township Library","Town","1854","","1856","","","332","","0","rec9023","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41269/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41269/full/full/0/default.jpg","http://localhost:4000/items/rec9023.html"
"9110","41270","IN","Curry","Curry Township, Sullivan Co.","Town","1854","","1856","","","214","","0","rec9024","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41270/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41270/full/full/0/default.jpg","http://localhost:4000/items/rec9024.html"
"9111","41271","IN","Dalton","Dalton Township, Wayne County","Town","1854","","1856","","","332","","0","rec9025","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41271/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41271/full/full/0/default.jpg","http://localhost:4000/items/rec9025.html"
"9112","41272","IN","Davis","Davis Township, Fountain County","Town","1854","","1856","","","107","","0","rec9026","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41272/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41272/full/full/0/default.jpg","http://localhost:4000/items/rec9026.html"
"9113","41273","IN","Decatur","Decatur Township, Marion County","Town","1854","","1856","","","326","","0","rec9027","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41273/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41273/full/full/0/default.jpg","http://localhost:4000/items/rec9027.html"
"9114","41274","IN","Decker","Decker Township, Knox County","Town","1854","","1856","","","219","","0","rec9028","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41274/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41274/full/full/0/default.jpg","http://localhost:4000/items/rec9028.html"
"9115","41275","IN","Deer Creek","Deer Creek Township, Carroll County","Town","1854","","1856","","","164","","0","rec9029","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41275/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41275/full/full/0/default.jpg","http://localhost:4000/items/rec9029.html"
"9116","41276","IN","Deer Creek","Deer Creek Township, Miami County","Town","1854","","1856","","","112","","0","rec9030","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41276/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41276/full/full/0/default.jpg","http://localhost:4000/items/rec9030.html"
"9119","41279","IN","Delware","Delaware Township, Ripley County","Town","1854","","1856","","","214","","0","rec9033","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41279/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41279/full/full/0/default.jpg","http://localhost:4000/items/rec9033.html"
"9120","41280","IN","Democrat","Democrat Township, Carroll County","Town","1854","","1856","","","166","","0","rec9034","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41280/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41280/full/full/0/default.jpg","http://localhost:4000/items/rec9034.html"
"9122","41282","IN","Dallas","Dallas Township, Huntington County","Town","1854","","1856","","","111","","0","rec9036","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41282/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41282/full/full/0/default.jpg","http://localhost:4000/items/rec9036.html"
"9123","41283","IN","Driftwood","Driftwood Township, Jackson County","Town","1854","","1856","","","108","","0","rec9037","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41283/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41283/full/full/0/default.jpg","http://localhost:4000/items/rec9037.html"
"9124","41284","IN","Duck Creek","Duck Creek Township, Madison County","Town","1854","","1856","","","112","","0","rec9038","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41284/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41284/full/full/0/default.jpg","http://localhost:4000/items/rec9038.html"
"9126","41287","IN","Eagle","Eagle Township, Lake County","Town","1854","","1856","","","107","","0","rec9040","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41287/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41287/full/full/0/default.jpg","http://localhost:4000/items/rec9040.html"
"9129","41289","IN","Eel","Eel Township, Cass County","Town","1854","","1884","","","115","","0","rec9043","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41289/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41289/full/full/0/default.jpg","http://localhost:4000/items/rec9043.html"
"9130","41290","IN","Eel River","Eel River Township, Allen County","Town","1854","","1856","","","170","","0","rec9044","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41290/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41290/full/full/0/default.jpg","http://localhost:4000/items/rec9044.html"
"9132","41292","IN","Eel River","Eel River Township, Hendricks County","Town","1854","","1856","","","220","","0","rec9046","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41292/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41292/full/full/0/default.jpg","http://localhost:4000/items/rec9046.html"
"9135","41295","IN","Erie","Erie Township, Miami County","Town","1854","","1856","","","165","","0","rec9049","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41295/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41295/full/full/0/default.jpg","http://localhost:4000/items/rec9049.html"
"9138","41298","IN","Etna? Edna","Etna? Edna? Township, Kosciusko County","Town","1854","","1856","","","111","","0","rec9052","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41298/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41298/full/full/0/default.jpg","http://localhost:4000/items/rec9052.html"
"9139","41299","IN","Eugene","Eugene Township, Vermillion County","Town","1854","","1856","","","328","","0","rec9053","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41299/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41299/full/full/0/default.jpg","http://localhost:4000/items/rec9053.html"
"9140","41300","IN","Knight","Knight Township, Vanderburgh County","Town","1854","","1884","","","331","","0","rec9054","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41300/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41300/full/full/0/default.jpg","http://localhost:4000/items/rec9054.html"
"9141","41302","IN","Pigeon","Pigeon Township, Vanderburgh County","Town","1854","","1884","","","328","","0","rec9055","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41302/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41302/full/full/0/default.jpg","http://localhost:4000/items/rec9055.html"
"9142","41301","IN","Perry","Perry Township, Vanderburgh County","Town","1854","","1884","","","326","","0","rec9056","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41301/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41301/full/full/0/default.jpg","http://localhost:4000/items/rec9056.html"
"9143","41303","IN","Fairbanks","Fairbanks Township, Sullivan County","Town","1854","","1856","","","330","","0","rec9057","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41303/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41303/full/full/0/default.jpg","http://localhost:4000/items/rec9057.html"
"9144","41304","IN","Fairfield","Fairfield Township, Dekalb County","Town","1854","","1856","","","105","","0","rec9058","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41304/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41304/full/full/0/default.jpg","http://localhost:4000/items/rec9058.html"
"9145","41305","IN","Fairfield","Fairfield Township, Franklin County","Town","1854","","1856","","","183","","0","rec9059","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41305/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41305/full/full/0/default.jpg","http://localhost:4000/items/rec9059.html"
"9148","41308","IN","Fairplay","Fairplay Township, Greene County","Town","1854","","1856","","","164","","0","rec9062","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41308/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41308/full/full/0/default.jpg","http://localhost:4000/items/rec9062.html"
"9151","41311","IN","Fall Creek","Fall Creek Township, Henry County","Town","1854","","1856","","","251","","0","rec9065","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41311/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41311/full/full/0/default.jpg","http://localhost:4000/items/rec9065.html"
"9152","41312","IN","Fall Creek","Fall Creek Township, Madison County","Town","1854","","1856","","","321","","0","rec9066","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41312/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41312/full/full/0/default.jpg","http://localhost:4000/items/rec9066.html"
"9154","41314","IN","Ferdinand","Ferdinand Township, Dubois County","Town","1854","","1856","","","325","","0","rec9068","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41314/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41314/full/full/0/default.jpg","http://localhost:4000/items/rec9068.html"
"9155","41315","IN","Flat Rock","Flat Rock Township, Bartholomew County","Town","1854","","1856","","","162","","0","rec9069","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41315/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41315/full/full/0/default.jpg","http://localhost:4000/items/rec9069.html"
"9156","41316","IN","Flinn","Flinn Township, Lawrence County","Town","1854","","1856","","","325","","0","rec9070","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41316/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41316/full/full/0/default.jpg","http://localhost:4000/items/rec9070.html"
"9157","41317","IN","Florida","Florida Township, Park County","Town","1854","","1856","","","240","","0","rec9071","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41317/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41317/full/full/0/default.jpg","http://localhost:4000/items/rec9071.html"
"9159","41319","IN","Fort Wayne","Fort Wayne Township, Allen County","Town","1854","","1875","","","270","","0","rec9073","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41319/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41319/full/full/0/default.jpg","http://localhost:4000/items/rec9073.html"
"9161","41321","IN","Franklin","Franklin Township, Floyd County","Town","1854","","1856","","","326","","0","rec9075","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41321/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41321/full/full/0/default.jpg","http://localhost:4000/items/rec9075.html"
"9163","41323","IN","Franklin","Franklin Township, Harrison County","Town","1854","","1856","","","326","","0","rec9077","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41323/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41323/full/full/0/default.jpg","http://localhost:4000/items/rec9077.html"
"9164","41324","IN","Franklin","Franklin Township, Hendricks County","Town","1854","","1856","","","221","","0","rec9078","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41324/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41324/full/full/0/default.jpg","http://localhost:4000/items/rec9078.html"
"9165","41325","IN","Franklin","Franklin Township, Henry County","Town","1854","","1856","","","249","","0","rec9079","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41325/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41325/full/full/0/default.jpg","http://localhost:4000/items/rec9079.html"
"9166","41326","IN","Franklin","Franklin Township, Johnson County","Town","1854","","1856","","","325","","0","rec9080","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41326/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41326/full/full/0/default.jpg","http://localhost:4000/items/rec9080.html"
"9167","41327","IN","Franklin","Franklin Township, Kosciusko County","Town","1854","","1856","","","327","","0","rec9081","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41327/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41327/full/full/0/default.jpg","http://localhost:4000/items/rec9081.html"
"9168","41328","IN","Franklin","Franklin Township, Marion County","Town","1854","","1856","","","326","","0","rec9082","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41328/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41328/full/full/0/default.jpg","http://localhost:4000/items/rec9082.html"
"9169","41329","IN","Franklin","Franklin Township, Montgomery County","Town","1854","","1856","","","225","","0","rec9083","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41329/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41329/full/full/0/default.jpg","http://localhost:4000/items/rec9083.html"
"9170","41330","IN","Franklin","Franklin Township, Owen County","Town","1854","","1856","","","326","","0","rec9084","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41330/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41330/full/full/0/default.jpg","http://localhost:4000/items/rec9084.html"
"9173","41333","IN","Franklin","Franklin Township, Ripley County","Town","1854","","1856","","","331","","0","rec9087","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41333/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41333/full/full/0/default.jpg","http://localhost:4000/items/rec9087.html"
"9174","41334","IN","Franklin","Franklin Township, Washington County","Town","1854","","1856","","","323","","0","rec9088","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41334/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41334/full/full/0/default.jpg","http://localhost:4000/items/rec9088.html"
