PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,objectid,object_thumb,object_location,reference_url
"8974","41135","IN","Beaver","Beaver Township, Pulaski Co.","Town","1854","","1856","","","73","","0","rec8888","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41135/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41135/full/full/0/default.jpg","http://localhost:4000/items/rec8888.html"
"8975","41136","IN","Benton","Benton Township, Elkhart Co.","Town","1854","","1856","","","160","","0","rec8889","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41136/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41136/full/full/0/default.jpg","http://localhost:4000/items/rec8889.html"
"8976","41137","IN","Benton","Benton Township, Monroe Co.","Town","1854","","1856","","","160","","0","rec8890","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41137/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41137/full/full/0/default.jpg","http://localhost:4000/items/rec8890.html"
"8978","41139","IN","Bethlehem","Bethlehem Township, Cass Co.","Town","1854","","1856","","","118","","0","rec8892","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41139/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41139/full/full/0/default.jpg","http://localhost:4000/items/rec8892.html"
"8979","41140","IN","Bethlehem","Bethlehem Township, Clark Co.","Town","1854","","1856","","","326","","0","rec8893","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41140/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41140/full/full/0/default.jpg","http://localhost:4000/items/rec8893.html"
"8980","41141","IN","Big Creek","Big Creek Township Library","Town","1854","","1856","","","321","","0","rec8894","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41141/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41141/full/full/0/default.jpg","http://localhost:4000/items/rec8894.html"
"8981","41142","IN","Bigger","Bigger Township Library","Town","1854","","1856","","","321","","0","rec8895","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41142/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41142/full/full/0/default.jpg","http://localhost:4000/items/rec8895.html"
"8984","41145","IN","Blooming Grove","Blooming Grove Township Library","Town","1854","","1856","","","323","","0","rec8898","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41145/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41145/full/full/0/default.jpg","http://localhost:4000/items/rec8898.html"
"8985","41146","IN","Bloomington","Bloomington Township Library","Town","1854","","1856","","","336","","0","rec8899","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41146/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41146/full/full/0/default.jpg","http://localhost:4000/items/rec8899.html"
"8986","41147","IN","Blue Creek","Blue Creek Township Library","Town","1854","","1856","","","110","","0","rec8900","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41147/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41147/full/full/0/default.jpg","http://localhost:4000/items/rec8900.html"
"8988","41149","IN","Blue River","Blue River, Harrison Co.","Town","1854","","1856","","","215","","0","rec8902","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41149/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41149/full/full/0/default.jpg","http://localhost:4000/items/rec8902.html"
"8989","41150","IN","Blue River","Blue River, Henry Co.","Town","1854","","1856","","","246","","0","rec8903","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41150/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41150/full/full/0/default.jpg","http://localhost:4000/items/rec8903.html"
"8990","41151","IN","Blue River","Blue River, Johnson Co.","Town","1854","","1856","","","330","","0","rec8904","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41151/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41151/full/full/0/default.jpg","http://localhost:4000/items/rec8904.html"
"8991","41152","IN","Boone","Boone Township, Cass Co.","Town","1854","","1856","","","115","","0","rec8905","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41152/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41152/full/full/0/default.jpg","http://localhost:4000/items/rec8905.html"
"8992","41153","IN","Boone","Boone Township, Crawford Co.","Town","1854","","1856","","","112","","0","rec8906","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41153/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41153/full/full/0/default.jpg","http://localhost:4000/items/rec8906.html"
"8993","41154","IN","Boone","Boone Township, Harrison Co.","Town","1854","","1856","","","322","","0","rec8907","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41154/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41154/full/full/0/default.jpg","http://localhost:4000/items/rec8907.html"
"8994","41155","IN","Boone","Boone Township, Lawrence Co.","Town","1854","","1856","","","326","","0","rec8908","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41155/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41155/full/full/0/default.jpg","http://localhost:4000/items/rec8908.html"
"8995","41156","IN","Boone","Boone Township, Madison Co.","Town","1854","","1856","","","163","","0","rec8909","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41156/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41156/full/full/0/default.jpg","http://localhost:4000/items/rec8909.html"
"8998","41159","IN","Boston","Boston Township, Wayne Co.","Town","1854","","1856","","","113","","0","rec8912","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41159/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41159/full/full/0/default.jpg","http://localhost:4000/items/rec8912.html"
"9000","41161","IN","Boyard","Boyard Township, Davies Co.","Town","1854","","1856","","","331","","0","rec8914","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41161/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41161/full/full/0/default.jpg","http://localhost:4000/items/rec8914.html"
"9001","41162","IN","Brandywine","Brandywine Township, Hancock Co.","Town","1854","","1856","","","107","","0","rec8915","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41162/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41162/full/full/0/default.jpg","http://localhost:4000/items/rec8915.html"
"9002","41163","IN","Brandywine","BrandywineTownship, Shelby Co.","Town","1854","","1856","","","214","","0","rec8916","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41163/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41163/full/full/0/default.jpg","http://localhost:4000/items/rec8916.html"
"9005","41166","IN","Brown","Brown Township, Hendricks Co.","Town","1854","","1856","","","220","","0","rec8919","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41166/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41166/full/full/0/default.jpg","http://localhost:4000/items/rec8919.html"
"9006","41167","IN","Brown","Brown Township, Martin Co.","Town","1854","","1856","","","200","","0","rec8920","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41167/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41167/full/full/0/default.jpg","http://localhost:4000/items/rec8920.html"
"9008","41169","IN","Brown","Brown Township, Ripley Co.","Town","1854","","1856","","","329","","0","rec8922","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41169/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41169/full/full/0/default.jpg","http://localhost:4000/items/rec8922.html"
"9009","41170","IN","Brown","Brown Township, Washington Co.","Town","1854","","1856","","","323","","0","rec8923","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41170/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41170/full/full/0/default.jpg","http://localhost:4000/items/rec8923.html"
"9010","41171","IN","Brownstown","Brownstown Township, Jackson Co.","Town","1854","","1856","","","321","","0","rec8924","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41171/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41171/full/full/0/default.jpg","http://localhost:4000/items/rec8924.html"
"9011","41172","IN","Brownsville","Brownsville Township, Union Co.","Town","1854","","1856","","","327","","0","rec8925","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41172/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41172/full/full/0/default.jpg","http://localhost:4000/items/rec8925.html"
"9012","41173","IN","Buck Creek","Buck Creek Township, Greene Co.","Town","1854","","1856","","","164","","0","rec8926","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41173/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41173/full/full/0/default.jpg","http://localhost:4000/items/rec8926.html"
"9013","41174","IN","Buck Creek","Buck Creek Township, Hancock Co.","Town","1854","","1856","","","218","","0","rec8927","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41174/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41174/full/full/0/default.jpg","http://localhost:4000/items/rec8927.html"
"9014","41175","IN","Burlington","Burlington Township, Carroll Co.","Town","1854","","1856","","","163","","0","rec8928","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41175/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41175/full/full/0/default.jpg","http://localhost:4000/items/rec8928.html"
"9015","41176","IN","Busseron","Busseron Township, Knox Co.","Town","1854","","1856","","","219","","0","rec8929","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41176/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41176/full/full/0/default.jpg","http://localhost:4000/items/rec8929.html"
"9016","41177","IN","Butler","Butler Township, Dekalb Co.","Town","1854","","1856","","","106","","0","rec8930","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41177/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41177/full/full/0/default.jpg","http://localhost:4000/items/rec8930.html"
"9018","41179","IN","Butler","Butler Township, Miami Co.","Town","1854","","1856","","","200","","0","rec8932","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41179/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41179/full/full/0/default.jpg","http://localhost:4000/items/rec8932.html"
"9020","41214","IN","Centre","Centre Township, Marion Co.","Town","1854","","1856","","","326","1188","0","rec8934","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41214/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41214/full/full/0/default.jpg","http://localhost:4000/items/rec8934.html"
"9021","41215","IN","Centre","Centre Township, Union Co.","Town","1854","","1856","","","327","","0","rec8935","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41215/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41215/full/full/0/default.jpg","http://localhost:4000/items/rec8935.html"
"9022","41216","IN","Centre","Centre Township, Vanderburgh Co.","Town","1854","","1856","","","329","","0","rec8936","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41216/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41216/full/full/0/default.jpg","http://localhost:4000/items/rec8936.html"
"9023","41217","IN","Charlestown","Charlestown Township, clark Co.","Town","1854","","1856","","","329","","0","rec8937","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41217/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41217/full/full/0/default.jpg","http://localhost:4000/items/rec8937.html"
"9024","41218","IN","Chester","Chester Township, Wabash Co.","Town","1854","","1856","","","320","","0","rec8938","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41218/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41218/full/full/0/default.jpg","http://localhost:4000/items/rec8938.html"
"9025","41219","IN","Chester","Chester Township, Wells Co.","Town","1854","","1856","","","59","","0","rec8939","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41219/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41219/full/full/0/default.jpg","http://localhost:4000/items/rec8939.html"
"9026","41220","IN","Cicero","Cicero Township, Tipton Co.","Town","1854","","1856","","","326","","0","rec8940","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41220/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41220/full/full/0/default.jpg","http://localhost:4000/items/rec8940.html"
"9027","41221","IN","Clark","Clark Township, Johnson Co.","Town","1854","","1856","","","325","","0","rec8941","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41221/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41221/full/full/0/default.jpg","http://localhost:4000/items/rec8941.html"
"9030","41224","IN","Clay","Clay Township, Bartholomew Co.","Town","1854","","1856","","","160","","0","rec8944","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41224/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41224/full/full/0/default.jpg","http://localhost:4000/items/rec8944.html"
"9031","41225","IN","Clay","Clay Township, Carroll Co.","Town","1854","","1856","","","166","","0","rec8945","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41225/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41225/full/full/0/default.jpg","http://localhost:4000/items/rec8945.html"
"9032","41226","IN","Clay","Clay Township, Cass Co.","Town","1854","","1856","","","180","","0","rec8946","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41226/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41226/full/full/0/default.jpg","http://localhost:4000/items/rec8946.html"
"9033","41227","IN","Clay","Clay Township, Dearborn Co.","Town","1854","","1856","","","323","","0","rec8947","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41227/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41227/full/full/0/default.jpg","http://localhost:4000/items/rec8947.html"
"9036","41230","IN","Clay","Clay Township, Hendricks Co.","Town","1854","","1856","","","228","","0","rec8950","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41230/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41230/full/full/0/default.jpg","http://localhost:4000/items/rec8950.html"
"9038","41232","IN","Clay","Clay Township, Kosciusko Co.","Town","1854","","1856","","","218","","0","rec8952","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41232/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41232/full/full/0/default.jpg","http://localhost:4000/items/rec8952.html"
"9040","41234","IN","Clay","Clay Township, Miami Co.","Town","1854","","1856","","","110","","0","rec8954","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41234/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41234/full/full/0/default.jpg","http://localhost:4000/items/rec8954.html"
"9041","41235","IN","Clay","Clay Township, Morgan Co.","Town","1854","","1856","","","214","","0","rec8955","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41235/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41235/full/full/0/default.jpg","http://localhost:4000/items/rec8955.html"
"9042","41236","IN","Clay","Clay Township, Owen Co.","Town","1854","","1856","","","326","","0","rec8956","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41236/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41236/full/full/0/default.jpg","http://localhost:4000/items/rec8956.html"
"9043","41237","IN","Clay","Clay Township, Pike Co.","Town","1854","","1856","","","161","","0","rec8957","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41237/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41237/full/full/0/default.jpg","http://localhost:4000/items/rec8957.html"
"9045","41239","IN","Clay","Clay Township, Spencer County","Town","1854","","1856","","","162","","0","rec8959","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41239/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41239/full/full/0/default.jpg","http://localhost:4000/items/rec8959.html"
"9046","41239","IN","Clay","Clay Township, Spencer Co.","Town","1854","","1856","","","162","","0","rec8960","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41239/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41239/full/full/0/default.jpg","http://localhost:4000/items/rec8960.html"
"9047","41180","IN","Ceasar Creek","Ceasar Creek Township, Dearborn Co.","Town","1854","","1856","","","164","","0","rec8961","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41180/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41180/full/full/0/default.jpg","http://localhost:4000/items/rec8961.html"
"9048","41181","IN","Cain","Cain Township, Fountain Co.","Town","1854","","1856","","","214","","0","rec8962","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41181/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41181/full/full/0/default.jpg","http://localhost:4000/items/rec8962.html"
"9049","41182","IN","California","California Township, Starke Co.","Town","1854","","1856","","","157","","0","rec8963","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41182/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41182/full/full/0/default.jpg","http://localhost:4000/items/rec8963.html"
"9050","41183","IN","Campbell","Campbell Township, Jennings Co.","Town","1854","","1856","","","326","","0","rec8964","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41183/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41183/full/full/0/default.jpg","http://localhost:4000/items/rec8964.html"
"9051","41184","IN","Campbell","Campbell Township, Warrick Co.","Town","1854","","1856","","","129","","0","rec8965","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41184/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41184/full/full/0/default.jpg","http://localhost:4000/items/rec8965.html"
"9054","41187","IN","Carr","Carr Township, Jackson Co.","Town","1854","","1856","","","323","","0","rec8968","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41187/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41187/full/full/0/default.jpg","http://localhost:4000/items/rec8968.html"
"9055","41188","IN","Carrollton","Carrollton Township, Carroll Co.","Town","1854","","1856","","","162","","0","rec8969","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41188/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41188/full/full/0/default.jpg","http://localhost:4000/items/rec8969.html"
"9058","41191","IN","Cass","Cass Township, Greene Co.","Town","1854","","1856","","","167","","0","rec8972","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41191/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41191/full/full/0/default.jpg","http://localhost:4000/items/rec8972.html"
"9059","41192","IN","Cass","Cass Township, Laporte Co.","Town","1854","","1856","","","129","","0","rec8973","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41192/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41192/full/full/0/default.jpg","http://localhost:4000/items/rec8973.html"
"9060","41193","IN","Cass","Cass Twp., Ohio Co.","Town","1854","","1856","","","335","","0","rec8974","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41193/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41193/full/full/0/default.jpg","http://localhost:4000/items/rec8974.html"
"9063","41196","IN","Cass","Cass Township, White Co.","Town","1854","","1856","","","107","","0","rec8977","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41196/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41196/full/full/0/default.jpg","http://localhost:4000/items/rec8977.html"
"9064","41197","IN","Cedar Creek","Cedar Creek Township, Allen Co.","Town","1854","","1856","","","158","","0","rec8978","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41197/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41197/full/full/0/default.jpg","http://localhost:4000/items/rec8978.html"
"9065","41198","IN","Cedar Creek","Cedar Creek Township, Cabe Co.","Town","1854","","1856","","","112","","0","rec8979","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41198/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41198/full/full/0/default.jpg","http://localhost:4000/items/rec8979.html"
"9066","41199","IN","Center","Center Township, Boone Co.","Town","1854","","1856","","","326","","0","rec8980","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41199/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41199/full/full/0/default.jpg","http://localhost:4000/items/rec8980.html"
"9069","41201","IN","Center","Center Township, Grant Co.","Town","1854","","1856","","","327","","0","rec8983","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41201/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41201/full/full/0/default.jpg","http://localhost:4000/items/rec8983.html"
"9070","41202","IN","Center","Center Township, Greene Co.","Town","1854","","1856","","","158","","0","rec8984","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41202/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41202/full/full/0/default.jpg","http://localhost:4000/items/rec8984.html"
"9071","41203","IN","Center","Center Township, Hendricks Co.","Town","1854","","1856","","","333","","0","rec8985","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41203/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41203/full/full/0/default.jpg","http://localhost:4000/items/rec8985.html"
"9073","41205","IN","Center","Center Township, Lake Co.","Town","1854","","1856","","","334","","0","rec8987","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41205/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41205/full/full/0/default.jpg","http://localhost:4000/items/rec8987.html"
"9079","41211","IN","Center","Center Township, Starke Co.","Town","1854","","1856","","","237","","0","rec8993","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41211/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41211/full/full/0/default.jpg","http://localhost:4000/items/rec8993.html"
"9080","41212","IN","Centralville / Centre","Centralville / Centre Township, Wayne Co.","Town","1854","","1856","","","327","","0","rec8994","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41212/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41212/full/full/0/default.jpg","http://localhost:4000/items/rec8994.html"
"9081","41241","IN","Clear Creek","Clear Creek Township, Huntington Co.","Town","1854","","1856","","","157","","0","rec8995","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41241/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41241/full/full/0/default.jpg","http://localhost:4000/items/rec8995.html"
"9082","41242","IN","Clear Creek","Clear Creek Township, Monroe Co.","Town","1854","","1856","","","214","","0","rec8996","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41242/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41242/full/full/0/default.jpg","http://localhost:4000/items/rec8996.html"
"9087","41247","IN","Clifty","Clifty Township, Bartholomew Co","Town","1854","","1856","","","168","","0","rec9001","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41247/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41247/full/full/0/default.jpg","http://localhost:4000/items/rec9001.html"
"9089","41249","IN","Clinton","Clinton Township, Cass. Co.","Town","1854","","1856","","","1854","","0","rec9003","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41249/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41249/full/full/0/default.jpg","http://localhost:4000/items/rec9003.html"
"9091","41251","IN","Clinton","Clinton Township, Elkhart Co.","Town","1854","","1856","","","163","","0","rec9005","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41251/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41251/full/full/0/default.jpg","http://localhost:4000/items/rec9005.html"
"9092","41252","IN","Clinton","Clinton Township, Laporte Co.","Town","1854","","1856","","","201","","0","rec9006","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41252/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41252/full/full/0/default.jpg","http://localhost:4000/items/rec9006.html"
"9093","41253","IN","Clinton","Clinton Township, Putnam Co.","Town","1854","","1856","","","323","","0","rec9007","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41253/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41253/full/full/0/default.jpg","http://localhost:4000/items/rec9007.html"
"9094","41254","IN","Clinton","Clinton Township, Vermillion Co.","Town","1854","","1856","","","327","","0","rec9008","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41254/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41254/full/full/0/default.jpg","http://localhost:4000/items/rec9008.html"
"9095","41255","IN","Cloverdale","Cloverdale Township Library","Town","1854","","1856","","","111","","0","rec9009","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41255/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41255/full/full/0/default.jpg","http://localhost:4000/items/rec9009.html"
"9096","41256","IN","Coal Creek","Coal Creek Township Library","Town","1854","","1856","","","225","","0","rec9010","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41256/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41256/full/full/0/default.jpg","http://localhost:4000/items/rec9010.html"
"9097","41257","IN","Columbia","Columbia Township, Fayette Co.","Town","1854","","1856","","","184","","0","rec9011","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41257/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41257/full/full/0/default.jpg","http://localhost:4000/items/rec9011.html"
"9098","41258","IN","Columbia","Columbia Township, Gibson Co.","Town","1854","","1856","","","326","","0","rec9012","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41258/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41258/full/full/0/default.jpg","http://localhost:4000/items/rec9012.html"
"9099","41259","IN","Columbia","Columbia Township, Jennings Co.","Town","1854","","1856","","","163","","0","rec9013","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41259/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41259/full/full/0/default.jpg","http://localhost:4000/items/rec9013.html"
"9101","41261","IN","Columbia","Columbia Township, Whitley Co.","Town","1854","","1856","","","325","","0","rec9015","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41261/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F41261/full/full/0/default.jpg","http://localhost:4000/items/rec9015.html"
