location,count,link
"barrens",1,"http://localhost:4000/browse.html#barrens"
"lowville",1,"http://localhost:4000/browse.html#lowville"
"shelburne centre",1,"http://localhost:4000/browse.html#shelburne%20centre"
"north kingstown",1,"http://localhost:4000/browse.html#north%20kingstown"
"pittsgrove",1,"http://localhost:4000/browse.html#pittsgrove"
"cincinnatti",1,"http://localhost:4000/browse.html#cincinnatti"
"eastbrook",1,"http://localhost:4000/browse.html#eastbrook"
"bow",1,"http://localhost:4000/browse.html#bow"
"clarkson",1,"http://localhost:4000/browse.html#clarkson"
"greenville co.",1,"http://localhost:4000/browse.html#greenville%20co."
"crosby",1,"http://localhost:4000/browse.html#crosby"
"holderness",1,"http://localhost:4000/browse.html#holderness"
"society hill",1,"http://localhost:4000/browse.html#society%20hill"
"edisto island (near charleston)",1,"http://localhost:4000/browse.html#edisto%20island%20(near%20charleston)"
"nelsonville",1,"http://localhost:4000/browse.html#nelsonville"
"greathouse?",1,"http://localhost:4000/browse.html#greathouse?"
"penn yan",1,"http://localhost:4000/browse.html#penn%20yan"
"sweden",1,"http://localhost:4000/browse.html#sweden"
"west mendon",1,"http://localhost:4000/browse.html#west%20mendon"
"stokes co.",1,"http://localhost:4000/browse.html#stokes%20co."
"fort monroe",1,"http://localhost:4000/browse.html#fort%20monroe"
"revere",1,"http://localhost:4000/browse.html#revere"
"south kingston",1,"http://localhost:4000/browse.html#south%20kingston"
"north killingworth",1,"http://localhost:4000/browse.html#north%20killingworth"
"fountain",1,"http://localhost:4000/browse.html#fountain"
"frederickstown",1,"http://localhost:4000/browse.html#frederickstown"
"kendal",1,"http://localhost:4000/browse.html#kendal"
"northampton co.",1,"http://localhost:4000/browse.html#northampton%20co."
"hampden sidney",1,"http://localhost:4000/browse.html#hampden%20sidney"
"charlottesville?",1,"http://localhost:4000/browse.html#charlottesville?"
"stowe",1,"http://localhost:4000/browse.html#stowe"
"north penfield",1,"http://localhost:4000/browse.html#north%20penfield"
"abbeville dist. (or county)",1,"http://localhost:4000/browse.html#abbeville%20dist.%20(or%20county)"
"eldridge",1,"http://localhost:4000/browse.html#eldridge"
"little sandy (little sandusky)",1,"http://localhost:4000/browse.html#little%20sandy%20(little%20sandusky)"
"preble county",1,"http://localhost:4000/browse.html#preble%20county"
"kaskaskia",1,"http://localhost:4000/browse.html#kaskaskia"
"canenlaigua",1,"http://localhost:4000/browse.html#canenlaigua"
"wilbraham",1,"http://localhost:4000/browse.html#wilbraham"
"orwigsboro",1,"http://localhost:4000/browse.html#orwigsboro"
"pemigewasset, peeling",1,"http://localhost:4000/browse.html#pemigewasset,%20peeling"
"barkhamsted",1,"http://localhost:4000/browse.html#barkhamsted"
"ten mile (washington co.)",1,"http://localhost:4000/browse.html#ten%20mile%20(washington%20co.)"
"fayete county",1,"http://localhost:4000/browse.html#fayete%20county"
"butler county",1,"http://localhost:4000/browse.html#butler%20county"
"lewiston and danville",1,"http://localhost:4000/browse.html#lewiston%20and%20danville"
"east kingston",1,"http://localhost:4000/browse.html#east%20kingston"
"whitefield",1,"http://localhost:4000/browse.html#whitefield"
"hubbard",1,"http://localhost:4000/browse.html#hubbard"
"lorain county",1,"http://localhost:4000/browse.html#lorain%20county"
"yellow spring",1,"http://localhost:4000/browse.html#yellow%20spring"
"cenre harbor",1,"http://localhost:4000/browse.html#cenre%20harbor"
"seabrook",1,"http://localhost:4000/browse.html#seabrook"
"asheville",1,"http://localhost:4000/browse.html#asheville"
"barlow",1,"http://localhost:4000/browse.html#barlow"
"sunbury",1,"http://localhost:4000/browse.html#sunbury"
"mingo creek?",1,"http://localhost:4000/browse.html#mingo%20creek?"
"allen's mills",1,"http://localhost:4000/browse.html#allen's%20mills"
"grantham",1,"http://localhost:4000/browse.html#grantham"
"stewartstown",1,"http://localhost:4000/browse.html#stewartstown"
"astabula",1,"http://localhost:4000/browse.html#astabula"
"brecksville",1,"http://localhost:4000/browse.html#brecksville"
"mesopotamia",1,"http://localhost:4000/browse.html#mesopotamia"
"meridian springs",1,"http://localhost:4000/browse.html#meridian%20springs"
"austinburg",1,"http://localhost:4000/browse.html#austinburg"
"middleberry",1,"http://localhost:4000/browse.html#middleberry"
"olmsted",1,"http://localhost:4000/browse.html#olmsted"
"waverly village",1,"http://localhost:4000/browse.html#waverly%20village"
"wayne, cherry valley",1,"http://localhost:4000/browse.html#wayne,%20cherry%20valley"
"hamburgh",1,"http://localhost:4000/browse.html#hamburgh"
"clarksfield",1,"http://localhost:4000/browse.html#clarksfield"
"darke county",1,"http://localhost:4000/browse.html#darke%20county"
"guernesey",1,"http://localhost:4000/browse.html#guernesey"
"new paris",1,"http://localhost:4000/browse.html#new%20paris"
"miami county",1,"http://localhost:4000/browse.html#miami%20county"
"berkshire",1,"http://localhost:4000/browse.html#berkshire"
"seneca co.",1,"http://localhost:4000/browse.html#seneca%20co."
"dane",1,"http://localhost:4000/browse.html#dane"
"cressona",1,"http://localhost:4000/browse.html#cressona"
"fitchville",1,"http://localhost:4000/browse.html#fitchville"
"cuyahoga falls",1,"http://localhost:4000/browse.html#cuyahoga%20falls"
"granville?",1,"http://localhost:4000/browse.html#granville?"
"ft. leavenworth",1,"http://localhost:4000/browse.html#ft.%20leavenworth"
"peterboro",1,"http://localhost:4000/browse.html#peterboro"
"west hennietta",1,"http://localhost:4000/browse.html#west%20hennietta"
"upper greenwich",1,"http://localhost:4000/browse.html#upper%20greenwich"
"upper dublin",1,"http://localhost:4000/browse.html#upper%20dublin"
"gustavus",1,"http://localhost:4000/browse.html#gustavus"
"selena township",1,"http://localhost:4000/browse.html#selena%20township"
"lahaina",1,"http://localhost:4000/browse.html#lahaina"
"hanover, lebanon, and canaan",1,"http://localhost:4000/browse.html#hanover,%20lebanon,%20and%20canaan"
"mumford",1,"http://localhost:4000/browse.html#mumford"
"ringoes",1,"http://localhost:4000/browse.html#ringoes"
"darrtown",1,"http://localhost:4000/browse.html#darrtown"
"hinckley",1,"http://localhost:4000/browse.html#hinckley"
"roscoe",1,"http://localhost:4000/browse.html#roscoe"
"sharon center",1,"http://localhost:4000/browse.html#sharon%20center"
"vermilion",1,"http://localhost:4000/browse.html#vermilion"
"new lyme",1,"http://localhost:4000/browse.html#new%20lyme"
"harleysville",1,"http://localhost:4000/browse.html#harleysville"
"mullica hill",1,"http://localhost:4000/browse.html#mullica%20hill"
"bellville",1,"http://localhost:4000/browse.html#bellville"
"greensville",1,"http://localhost:4000/browse.html#greensville"
"clark county",1,"http://localhost:4000/browse.html#clark%20county"
"salena",1,"http://localhost:4000/browse.html#salena"
"wellsburg",1,"http://localhost:4000/browse.html#wellsburg"
"port washington",1,"http://localhost:4000/browse.html#port%20washington"
"brattleborough",1,"http://localhost:4000/browse.html#brattleborough"
"fonda",1,"http://localhost:4000/browse.html#fonda"
"cherryfield",1,"http://localhost:4000/browse.html#cherryfield"
"james island",1,"http://localhost:4000/browse.html#james%20island"
"campbellsville",1,"http://localhost:4000/browse.html#campbellsville"
"broceville",1,"http://localhost:4000/browse.html#broceville"
"franklin township",1,"http://localhost:4000/browse.html#franklin%20township"
"new philadelphia",1,"http://localhost:4000/browse.html#new%20philadelphia"
"north royalton",1,"http://localhost:4000/browse.html#north%20royalton"
"ruggler",1,"http://localhost:4000/browse.html#ruggler"
"saginaw city",1,"http://localhost:4000/browse.html#saginaw%20city"
"darby creek",1,"http://localhost:4000/browse.html#darby%20creek"
"skeneateles",1,"http://localhost:4000/browse.html#skeneateles"
"miescatine",1,"http://localhost:4000/browse.html#miescatine"
"dunkink",1,"http://localhost:4000/browse.html#dunkink"
"yazoo city",1,"http://localhost:4000/browse.html#yazoo%20city"
"granger",1,"http://localhost:4000/browse.html#granger"
"dorchester and milton",1,"http://localhost:4000/browse.html#dorchester%20and%20milton"
"saco-biddeford",1,"http://localhost:4000/browse.html#saco-biddeford"
"terryville",1,"http://localhost:4000/browse.html#terryville"
"jenkinstown",1,"http://localhost:4000/browse.html#jenkinstown"
"cortlandville",1,"http://localhost:4000/browse.html#cortlandville"
"astor",1,"http://localhost:4000/browse.html#astor"
"scottsville",1,"http://localhost:4000/browse.html#scottsville"
"mcconnelsville",1,"http://localhost:4000/browse.html#mcconnelsville"
"mercer county",1,"http://localhost:4000/browse.html#mercer%20county"
"harmar",1,"http://localhost:4000/browse.html#harmar"
"perrysburgh",1,"http://localhost:4000/browse.html#perrysburgh"
"munfordsville",1,"http://localhost:4000/browse.html#munfordsville"
"worthington?",1,"http://localhost:4000/browse.html#worthington?"
"duw west",1,"http://localhost:4000/browse.html#duw%20west"
"wake forest",1,"http://localhost:4000/browse.html#wake%20forest"
"mechlenberg county",1,"http://localhost:4000/browse.html#mechlenberg%20county"
"robin's nest",1,"http://localhost:4000/browse.html#robin's%20nest"
"anthony",1,"http://localhost:4000/browse.html#anthony"
"upper penns neck",1,"http://localhost:4000/browse.html#upper%20penns%20neck"
"dimocksville",1,"http://localhost:4000/browse.html#dimocksville"
"fayeteville",1,"http://localhost:4000/browse.html#fayeteville"
"south union",1,"http://localhost:4000/browse.html#south%20union"
"tchula",1,"http://localhost:4000/browse.html#tchula"
"woodville",1,"http://localhost:4000/browse.html#woodville"
"champaign county",1,"http://localhost:4000/browse.html#champaign%20county"
"friendsville",1,"http://localhost:4000/browse.html#friendsville"
"sinsinawa",1,"http://localhost:4000/browse.html#sinsinawa"
"neville",1,"http://localhost:4000/browse.html#neville"
"kalida",1,"http://localhost:4000/browse.html#kalida"
"pruntytown",1,"http://localhost:4000/browse.html#pruntytown"
"bethany college",1,"http://localhost:4000/browse.html#bethany%20college"
"west troy",1,"http://localhost:4000/browse.html#west%20troy"
"schoharie",1,"http://localhost:4000/browse.html#schoharie"
"turtonborough",1,"http://localhost:4000/browse.html#turtonborough"
"dundee",1,"http://localhost:4000/browse.html#dundee"
"sommersworth",1,"http://localhost:4000/browse.html#sommersworth"
"south gardner",1,"http://localhost:4000/browse.html#south%20gardner"
"glens falls",1,"http://localhost:4000/browse.html#glens%20falls"
"bordentown",1,"http://localhost:4000/browse.html#bordentown"
"sandy spring",1,"http://localhost:4000/browse.html#sandy%20spring"
"carrolton",1,"http://localhost:4000/browse.html#carrolton"
"mayfield",1,"http://localhost:4000/browse.html#mayfield"
"brattleboro",1,"http://localhost:4000/browse.html#brattleboro"
"allowaystown",1,"http://localhost:4000/browse.html#allowaystown"
"pontotoc",1,"http://localhost:4000/browse.html#pontotoc"
"donnelsville",1,"http://localhost:4000/browse.html#donnelsville"
"williamsfield",1,"http://localhost:4000/browse.html#williamsfield"
"delafield / nashotah",1,"http://localhost:4000/browse.html#delafield%20/%20nashotah"
"valparaiso",1,"http://localhost:4000/browse.html#valparaiso"
"rio grande",1,"http://localhost:4000/browse.html#rio%20grande"
"albion college",1,"http://localhost:4000/browse.html#albion%20college"
"northbridge",1,"http://localhost:4000/browse.html#northbridge"
"parkersburg",1,"http://localhost:4000/browse.html#parkersburg"
"champeon",1,"http://localhost:4000/browse.html#champeon"
"cape girardequ",1,"http://localhost:4000/browse.html#cape%20girardequ"
"santa inez",1,"http://localhost:4000/browse.html#santa%20inez"
"nauvoo",1,"http://localhost:4000/browse.html#nauvoo"
"west canaan",1,"http://localhost:4000/browse.html#west%20canaan"
"yardleyville",1,"http://localhost:4000/browse.html#yardleyville"
"donnellsville .",1,"http://localhost:4000/browse.html#donnellsville%20."
"miamisburg",1,"http://localhost:4000/browse.html#miamisburg"
"new carlisle",1,"http://localhost:4000/browse.html#new%20carlisle"
"west lodi",1,"http://localhost:4000/browse.html#west%20lodi"
"franklin college",1,"http://localhost:4000/browse.html#franklin%20college"
"dannemora",1,"http://localhost:4000/browse.html#dannemora"
"tallahasee",1,"http://localhost:4000/browse.html#tallahasee"
"orchard lake",1,"http://localhost:4000/browse.html#orchard%20lake"
"ridgeway",1,"http://localhost:4000/browse.html#ridgeway"
"salmon falls",1,"http://localhost:4000/browse.html#salmon%20falls"
"northhampton",1,"http://localhost:4000/browse.html#northhampton"
"cedarville",1,"http://localhost:4000/browse.html#cedarville"
"penn's square",1,"http://localhost:4000/browse.html#penn's%20square"
"latrobe",1,"http://localhost:4000/browse.html#latrobe"
"beaty",1,"http://localhost:4000/browse.html#beaty"
"hollins",1,"http://localhost:4000/browse.html#hollins"
"chepacket",1,"http://localhost:4000/browse.html#chepacket"
"paintsville",1,"http://localhost:4000/browse.html#paintsville"
"littlestown",1,"http://localhost:4000/browse.html#littlestown"
"sumterville",1,"http://localhost:4000/browse.html#sumterville"
"lonsdale",1,"http://localhost:4000/browse.html#lonsdale"
"slatersville",1,"http://localhost:4000/browse.html#slatersville"
"starkey",1,"http://localhost:4000/browse.html#starkey"
"riga",1,"http://localhost:4000/browse.html#riga"
"wells river",1,"http://localhost:4000/browse.html#wells%20river"
"hopkinton and richmond",1,"http://localhost:4000/browse.html#hopkinton%20and%20richmond"
"north shoreham",1,"http://localhost:4000/browse.html#north%20shoreham"
"williamston",1,"http://localhost:4000/browse.html#williamston"
"galbrath",1,"http://localhost:4000/browse.html#galbrath"
"galbreath sketchio",1,"http://localhost:4000/browse.html#galbreath%20sketchio"
"keosaugua",1,"http://localhost:4000/browse.html#keosaugua"
"multnomal masonic lodge?",1,"http://localhost:4000/browse.html#multnomal%20masonic%20lodge?"
"defiance?",1,"http://localhost:4000/browse.html#defiance?"
"ellicott mills",1,"http://localhost:4000/browse.html#ellicott%20mills"
"murfreesboro",1,"http://localhost:4000/browse.html#murfreesboro"
"north smithfield",1,"http://localhost:4000/browse.html#north%20smithfield"
"corinna",1,"http://localhost:4000/browse.html#corinna"
"lansdale",1,"http://localhost:4000/browse.html#lansdale"
"amity",1,"http://localhost:4000/browse.html#amity"
"cannelton",1,"http://localhost:4000/browse.html#cannelton"
"lebanon?",1,"http://localhost:4000/browse.html#lebanon?"
"mcgranville",1,"http://localhost:4000/browse.html#mcgranville"
"loretto",1,"http://localhost:4000/browse.html#loretto"
"washington point",1,"http://localhost:4000/browse.html#washington%20point"
"coudersport",1,"http://localhost:4000/browse.html#coudersport"
"jewett",1,"http://localhost:4000/browse.html#jewett"
"speedwell",1,"http://localhost:4000/browse.html#speedwell"
"lina",1,"http://localhost:4000/browse.html#lina"
"st. francis",1,"http://localhost:4000/browse.html#st.%20francis"
"walden",1,"http://localhost:4000/browse.html#walden"
"atkins",1,"http://localhost:4000/browse.html#atkins"
"victor",1,"http://localhost:4000/browse.html#victor"
"franingham",1,"http://localhost:4000/browse.html#franingham"
"frankfort?",1,"http://localhost:4000/browse.html#frankfort?"
"mt. kisco",1,"http://localhost:4000/browse.html#mt.%20kisco"
"lewistown?",1,"http://localhost:4000/browse.html#lewistown?"
"gloucester?",1,"http://localhost:4000/browse.html#gloucester?"
"perkioman bridge",1,"http://localhost:4000/browse.html#perkioman%20bridge"
"irving college",1,"http://localhost:4000/browse.html#irving%20college"
"mokelumne hill",1,"http://localhost:4000/browse.html#mokelumne%20hill"
"essexville",1,"http://localhost:4000/browse.html#essexville"
"southborough",1,"http://localhost:4000/browse.html#southborough"
